firstname	1_year	1_count	2_year	2_count
ameni			2007	125
amenie				40
amenis				43
amer	1999	114		
america				47
americo	1977	275		
amerigo		26		
amerouche	1966	25		
ameth		20		
amethys				34
amethyste				80
ameur	1996	201		
ameziane	1961	76		
ami			2015	186
amica				20
amicie			2015	534
amid		104		
amida		21		63
amide		25		
amidou	1979	104		
amie				52
amiel	2014	140		
amil		45		
amila				45
amilcar	1978	203		
amilia				41
amin	2015	3213		
amina			2015	10906
aminah				74
aminat			2015	66
aminata			2015	6287
aminatou			2001	122
amine	2015	20314	2012	158
amine-mohamed		22		
aminta				39
aminthe			1904	141
amir	2015	7751		
amira			2015	5659
amirah				38
amirdine		23		
amire		67		
amirkhan		25		
amirouche		129		
amit		43		
amita				22
amjad	2015	597		
amjed	2015	152		
amle				37
amlia			2015	9172
amlie	1957	117	2015	96992
amlien	2012	51		
amlina				28
amline			2014	124
amly			2013	62
amlya			2015	190
amlys				28
amma				21
ammar	2015	460		
ammara				55
ammaria				45
ammel				26
amn	2013	31		
amna			2015	385
amnay		22		
amode	1960	89		
amokrane	1963	58		
amon		67		
amor	2013	447		
amori		34		
amorine				20
amoro		26		
amory	2015	488		
amos	2015	271		
amour	1940	483	2006	264
amparo			1972	425
amr	2006	116		
amra				127
amram		28		
amran		59		
amrane		115		
amre		28		
amri		44		
amrine				24
amrita				59
amro		39		
amsatou				23
amthyste				24
amy			2015	2646
amyas		31		
amyn		96		
amyna			2014	51
amynata				42
amyne		82		
amyr	2010	72		
amyra				65
amza		153		
an		60		41
ana			2015	2828
ana			2015	9051
ana			2015	286
ana-bela			1974	155
ana-bella				22
ana-christina				32
ana-clara				34
ana-cristina			1975	102
ana-isabel				47
ana-lou				43
ana-lucia				60
ana-luisa				24
ana-maria			2012	687
ana-marie				23
ana-paola				35
ana-paula			1973	125
ana-rosa				20
ana-rose				32
ana-sofia				52
anaa			2013	100
anabel			2011	596
anabela			1986	786
anabele				36
anabella			1973	310
anabelle			2014	2443
anack				52
anaclet	1956	200		
anade				20
anae			2015	3017
anae				78
anaee			2008	91
anael	2014	1673	2015	1230
anaele			2008	411
anaell				25
anaella			1998	20
anaelle			2015	17910
anag				42
anah			2015	53
anah				53
anahe				59
anahi				131
anahid				99
anahide			2011	89
anahit			2013	89
anahita			2013	169
anahy				21
anaia			2007	133
anaick		50	1965	199
anaid				41
anaide				91
anaig			1998	155
anaik			1973	150
anaika			2010	42
anais			2015	3231
anaisa				23
anaise			1993	972
anaissa			2001	43
anaisse				35
anaita				33
anaiz			1992	25
anak				22
anakim		24		
anakin	2014	335		
anakine		45		
anakyn		40		
anal	2015	505	2015	325
anale				97
analia			2001	177
analie				108
analine				21
analle			2015	3979
analou				24
analy				20
analya			2013	69
anam				35
anamaria			2014	32
anand		67		
ananda		60	1987	180
anane				25
ananya				30
anas			2015	126158
anas	2015	6377		
anase				43
anase		24		
anass	2015	1751		
anasse	2007	327		
anastacia			2009	162
anastase	1968	538	1955	48
anastasia			2015	6176
anastasie	1936	43	1992	3076
anastasija				46
anastasio		33		
anastasiya				22
anastassia			2010	258
anastasya				66
anastazia				79
anasthase	1967	159		
anasthasia			2008	398
anasthasie			1975	496
anatalie				35
anath				28
anathalie			1969	116
anathilde			1913	27
anatol		56		
anatole	2015	7717	1953	128
anatolie			1958	236
anatoline			1947	106
anaya			2015	504
anayah				42
anays			2012	144
anca				20
ancel		21		
ancelin	2013	376		
anceline			2005	64
ancolie				25
andde	2015	44		
anddy	2007	68		
andeol	2010	188		
ander	2011	92		
anders		78		
anderson	2015	825		
andgel	2006	220		46
andgelina				105
andgelo		27		
andgie				27
andgy		29		
andhree				21
andi	2012	142		
andie				149
andjali				25
andjaly			2013	27
andjela			2011	72
andjelina				35
andji		36		
andjy		63		
ando		59		28
andoche	1951	249	1945	140
andol		57		
andoni	2015	585		
andony	2006	43		
andora				22
andr	2015	711757	1958	651
andr-claude		28		
andr-franois		25		
andr-jean		52		
andr-louis		40		
andr-luc		25		
andr-marc		26		
andr-marie	1969	115		
andr-michel		38		
andr-paul		24		
andr-philippe		27		
andr-pierre	1965	171		
andr-yves		21		
andra	2015	5051	2015	42395
andra			2014	83
andrada				26
andrane				40
andranik		31		
andras	2015	496		
andre	2015	208		
andre	2013	43		
andre	1942	125	1985	215533
andre-anne				44
andre-marie				26
andrea	2015	1792	2015	1033
andreana				42
andreane			2007	235
andreanne			2001	199
andreas	2015	2738		48
andreea			2015	163
andrei	2015	457		
andreia			2015	591
andreina			2010	75
andrej		42		
andreja		22		
andreline			1904	104
andrena			1930	33
andreo		32		
andres	2015	730		
andrese			1940	33
andresia			1933	20
andresine			1920	90
andressa			2014	32
andrette			1926	66
andreus	1970	25		
andrew	2015	3137		
andrews		49		
andrey		43	1970	73
andreze			1918	39
andria	2015	246		34
andrian		33		
andriana			2011	69
andriano	1978	32		
andric		50		
andrick		40		
andrien		31		
andrienne				23
andrija		41		
andrijana			2000	32
andrina				38
andrine				63
andris	1999	22		
andro		42		
androu		22		
andrs	2015	115		
andry	2013	279		
andrzej		29		
andy	2015	11269	2004	156
ane				21
anea			2009	61
anefel				21
anel	2004	78		
anela				48
anelia			2011	146
anelie			2006	86
aneline				50
anelise				119
anelka	2006	23		
anella				58
anelle				23
anelor	1918	27		
anelya				41
anelyne				33
anelyse			1996	142
anemone			1992	178
anes	2015	887		
anesa				32
anesie			1961	57
aness	2013	262		
anessa				107
anesse		30		
aneta				28
anette			1935	349
anfal			2015	134
anfale				20
anfane		26		
anfel			2015	238
ange	2015	17212	2015	2390
ange-baptiste		20		
ange-emmanuel		23		
ange-franois	2003	66		
ange-line				80
ange-louis	2015	24		
ange-lyne				24
ange-marie	2015	312	1968	276
ange-mathieu	2005	28		
ange-michel		31		
ange-pierre		39		
ange-toussaint	2005	28		
angebert	1971	84		
angel	2015	7471	2015	736
angela			2015	8406
angelbert	1911	71		
angele			2015	406
angeles			1966	185
angeli	1924	77		49
angelia			1921	185
angelica			2015	1310
angelie			2009	275
angelien	1953	21		
angelika			2011	325
angelin	2009	662		
angelina			2015	19005
angeline			2015	13231
angelines				26
angelino	2008	301		
angeliqua			1983	121
angelique			2015	77820
angelis		21		
angelita			1968	269
angelito	1978	95		
angella			1924	272
angelle			2012	225
angellina				37
angello		87		
angelo	2015	11630		
angely	1932	181	2009	83
angelyna			2013	127
angelyne			2007	170
angelys				33
anges	1967	67	1958	51
anggun				40
angharad				20
anghjula			2015	27
anghjulina			2015	71
anghjulu	2015	38		
angi		28		
angie		99	2015	2474
angiolina				62
angla			2013	394
angle	1965	238	2015	70147
anglica			1997	112
anglie				38
anglika				31
anglina			2015	1704
angline			2015	1183
anglique			2015	14114
anglo	2015	271		
anglyne				29
angueran		27		
angus	2015	269		
angy	2010	289	2002	237
anh	1985	216	1985	150
anh-thu			1993	29
anh-tuan		44		
anhoa			2015	192
ani			2013	202
ania			2015	1048
anibal	1978	108		
anic			1946	265
anica				135
anice	1997	231		61
anice				54
anicee				157
anicet	2015	2163	1964	193
aniceto		27		
anicette			1971	777
anicha				38
anicia			2002	251
anick	1964	36	1976	2796
anida				30
anie			1968	677
aniece				21
aniel	1969	135		
aniela			1941	496
aniele			1969	37
aniella				38
anielle			1988	114
aniello		34		
anifa			1965	123
anik		27	1949	393
anika				163
anil	2015	388		
anila				59
anilson		21		
anima				27
anina				33
anique			1954	113
anir	2014	290		
anis	2015	8094		61
anisa			2015	409
anise		50	1986	347
anish	2014	47		
anisha				67
anisia				26
aniss	2015	877		
anissa			2015	17827
anissah			1990	44
anisse	2007	669		
anissia			2007	217
anissya				25
anita			2015	29236
anite			1964	143
anitha			1990	102
anitta				21
aniya				43
anja				269
anjali			2015	386
anjalie			2015	58
anjaly			2013	56
anjana				49
anjara		25		27
anjel		28		
anjela			1996	62
anjelina				28
anju				24
anka				43
anke				20
anlia			2015	46
anlya			2015	47
anmone				41
ann			1980	584
ann-ael				23
ann-charlotte				30
ann-gaelle				32
ann-laure				52
ann-lise				22
ann-sophie				90
anna			2015	104524
anna			2015	118
anna-bella				74
anna-belle				43
anna-carla				25
anna-christina			1973	71
anna-christine				25
anna-clara				33
anna-dea			2014	32
anna-gaelle				40
anna-isabelle				23
anna-la				30
anna-lesia			2015	25
anna-line				27
anna-lisa			2009	93
anna-livia			2015	75
anna-lna				32
anna-lou			2015	156
anna-louisa				25
anna-louise				61
anna-lucia				49
anna-maria			2015	1363
anna-marie			2006	253
anna-may				30
anna-paola				53
anna-paula				64
anna-rita				35
anna-rosa				34
anna-rose			2010	196
anna-sofia				21
anna-sophia				22
anna-victoria				23
annabel			2008	2316
annabela				35
annabele				29
annabella			2013	675
annabelle			2015	17938
annack			1978	152
annae				109
annael		34	2007	302
annaele				47
annaelle			2015	4071
annag			2014	182
annah			2015	350
annaic				30
annaick			2002	974
annaig			2007	878
annaik			1982	302
annais			1906	257
annak				49
annal				56
annalia				52
annalie				28
annalisa				82
annalle			2015	841
annalyne				38
annamaria				26
annas		43		
annas				30
annastasia				43
annaya				36
anne	1968	332	2015	365046
anne-ael				28
anne-alexandra				28
anne-alice				29
anne-amlie				29
anne-astrid				40
anne-audrey				67
anne-aurlie				53
anne-aurore				64
anne-aymone			1975	90
anne-batrice				119
anne-benedicte				124
anne-berangere				35
anne-berengere				39
anne-blanche				24
anne-blandine				30
anne-bndicte				37
anne-brigitte				49
anne-camille				198
anne-capucine				32
anne-carine				27
anne-carole			1975	246
anne-caroline			1991	696
anne-catherine			1997	1955
anne-ccile			2009	4263
anne-chantal			1963	133
anne-charline				29
anne-charlotte			2013	4138
anne-chlo				74
anne-christel				47
anne-christelle			1993	155
anne-christine			1983	1115
anne-claire			2014	6087
anne-clarisse				30
anne-claude			1989	828
anne-cline			1989	548
anne-clmence			1990	163
anne-clothilde				29
anne-clotilde				89
anne-colette				31
anne-colombe				26
anne-constance				95
anne-coralie				27
anne-dauphine				30
anne-delphine				24
anne-dominique			1969	190
anne-dorothee				26
anne-eleonore				31
anne-elisabeth			2002	655
anne-elise			1985	229
anne-elizabeth				49
anne-elodie				79
anne-emilie			1996	97
anne-emmanuelle			2014	552
anne-estelle				67
anne-esther				33
anne-eva			1986	55
anne-fleur			1989	301
anne-flore			2011	761
anne-florence			1978	236
anne-france			1987	976
anne-franoise			1985	1825
anne-frdrique			1977	228
anne-gabrielle				170
anne-gael			1977	140
anne-gaele				32
anne-gaelle			2009	2350
anne-gal			1977	51
anne-galle			2013	601
anne-genevive				80
anne-hlne			1990	803
anne-hlose				32
anne-isabelle			1981	450
anne-jolle				58
anne-jos			1954	36
anne-josee				30
anne-josephe				23
anne-julie			2009	425
anne-juliette				74
anne-justine				23
anne-karine			1971	123
anne-katell				30
anne-kelly				34
anne-la				34
anne-laetitia				23
anne-laure			2015	20361
anne-laurence			1981	355
anne-laurie			1999	45
anne-line			1989	270
anne-lise			2015	8077
anne-lore				59
anne-lorraine			1983	86
anne-lou				133
anne-louise			1996	509
anne-luce				40
anne-lucie				234
anne-lucile				32
anne-lydie				23
anne-lyne				51
anne-lys				46
anne-lyse			2009	732
anne-madeleine				37
anne-maelle			1979	56
anne-marguerite				72
anne-maria				65
anne-marie			2015	99695
anne-marine			1982	54
anne-martine				37
anne-mary				60
anne-mathilde				53
anne-maud				59
anne-michelle				33
anne-michle			1971	109
anne-monique				42
anne-muriel				20
anne-nolle				70
anne-olivia				34
anne-pascale			1971	215
anne-patricia				20
anne-paule				106
anne-pauline				108
anne-perrine				32
anne-philippe				30
anne-pierre				77
anne-priscille				21
anne-rachel				37
anne-raphaelle				30
anne-rene				36
anne-rose				236
anne-sabine				27
anne-sandrine			1967	53
anne-sara				26
anne-sarah			2008	220
anne-severine				44
anne-sgolne				41
anne-sixtine				56
anne-soazig				21
anne-soizic			1975	36
anne-solange				31
anne-solenn				49
anne-solenne				56
anne-soline				26
anne-solne			1992	273
anne-sophie			2015	32288
anne-stphanie			1973	56
anne-sylvie			1975	305
anne-thais				20
anne-thrse			1971	297
anne-tiphaine				23
anne-valrie			1999	683
anne-victoire			2002	168
anne-victoria				37
anne-violaine				57
anne-virginie				106
anne-vronique			1963	157
anne-yvonne			1976	286
anne-zo				31
annea			2001	54
annecie			1914	31
annecy			2011	297
annelaure				37
anneli				22
annelie				95
annelies				21
anneliese			1963	721
anneline			1990	134
annelise			2007	1590
annella				22
annelle			1955	28
annelore			1984	93
annelyne				41
annelyse			1995	644
annemarie			1965	232
annet	1933	499		
annetta				25
annette			2014	33488
anni			1954	150
annia				102
annibal	1920	124		
annic			1957	1135
annicette			1951	82
annicia			1957	26
annick	1963	156	2008	131504
annicka				23
annicke				61
annie			2015	210102
annie-christine			1954	39
annie-claire			1959	155
annie-claude			2005	1368
annie-flore			1986	58
annie-france			1967	603
annie-franoise				59
annie-laure			1992	138
annie-marie			1952	206
annie-paule			1956	57
annie-pierre				48
annie-rose			1991	97
annie-thrse				36
anniella				23
annielle				31
annik			1972	2642
annika			2012	104
annina				52
annine			1932	33
annique			1950	152
annis		87		
annisa				25
annise			1974	74
annissa			1996	304
annita			1970	1630
annlyse				24
annoncia			1964	249
annonciade			1973	1451
annonciat	1937	22	1956	67
annonciata				25
annonciate				49
annonciation			1939	113
annoncy	1933	28		
annouchka				64
annouck				127
annouk			2001	117
annunciata				49
annunziata			1962	130
annunziato		40		
annwen			2006	28
annwenn			2012	150
anny			1992	9225
anny-claude			1971	80
anny-france				26
annya				32
annyck			1964	95
annyssa				27
annyvonne			1970	122
anoa				38
anoa			2015	63
anoha				21
anoir	1974	131		
anojan		29		
anoki		30		
anonyme	1963	316	1958	197
anor				66
anouar	2015	1695		
anouch				89
anoucha				22
anouche				60
anouchka			2014	1440
anouck			2015	2595
anouk		36	2015	8145
anousack		22		
anousha				27
anoushka			2013	102
anousith		21		
anouska				22
anousone	1988	56		20
anri		27		
ans	2014	87		
ansar	2015	52		
ansbert		49		
anselm		33		
anselma				23
anselme	2015	3474	1971	342
anselmo		106		
ansou		25		
ansoumana		21		
ansoumane		44		
anta			2012	235
antar		161		
ante		47		
antea				59
anteo		33		
antero		30		
antha			2015	205
anthea			2010	1174
anthelme	1945	484		
anthelmette			1909	39
anthelmine			1923	93
anthia				21
anthime	2015	883		
anthinea				79
anthoine		92		
anthon		118		
anthone		43		
anthoni		141		
anthonia				49
anthonin	2015	1104		
anthonio	2008	95		
anthonny	1986	211		
anthony	2015	172403		
anthonyn	2011	98		
anthyme	2015	243		
anthynea				22
antide		106		21
antigone			1948	37
antime	2014	101		
antina				22
antinea			2001	147
anto	2015	51		
antoine	2015	270137	1964	350
antoine-dominique		23		
antoine-franois		25		
antoine-jean		27		
antoine-joseph	2009	32		
antoine-marie	2014	118		
antoinetta			1959	37
antoinette			2013	72578
antoinise			1964	173
antolin		25		
anton	2015	3612		
antone	2015	496		
antonela				33
antonella			2015	1257
antonello	1963	116		
antoni	2015	1648		
antonia		21	2015	9749
antonie	1971	244	1927	751
antonieta				24
antonietta			1971	576
antonin	2015	36754	1940	32
antonina			2001	484
antonine			2010	3024
antonino	1997	792		
antonio	2015	19845		
antonio-jos		30		
antonio-manuel		24		
antonis		20		
antonita				37
antonius		67		
antonn	2014	194		
antonnella				40
antonny	1987	155		
antony	2015	17453		42
antonyn		80		
antonyo		34		
antranik	1927	40		
antsa				53
antton	2015	701		
antzo		23		
anuar		25		
anujan		26		
anusan		24		
anusha				54
anushan		27		
anushka			2014	58
anuska				21
anwar	2015	423		
anwen				48
any			1968	674
anya			2015	961
anyah				22
anycia				49
anyr		26		
anys	2015	281		
anyse			1967	99
anysia				125
anyss		57		
anyssa			2011	594
anyssia				78
anyvonne				28
anziz		22		
anziza			1986	24
anzo		125		
aodhan	2011	28		
aodren	2014	329		
aodrenn		30		41
aoi				22
aoife				40
aoitef				60
aoitif				43
aomar		129		
aona				20
aoua				35
aouali				29
aouatef			1979	110
aouatif			1980	198
aouda				98
aoued		38		
aouicha			1960	62
aouregan			2009	67
aourell				41
aous		34		
apauline				40
apdullah		25		
aphelie				26
aphrodite				28
apie				24
apo				34
apoline			2014	429
apollin	2014	48		
apollina				28
apollinaire	2009	292	1918	39
apolline			2015	13098
apollo		20		
apollon	1931	150		
apollonia				90
apollonie	1939	29	1942	360
apolonia				26
apolonie			1909	43
apolyne				26
aponi				28
appolina			1928	69
appolinaire	1968	509	1954	147
appoline			2015	1795
appollinaire	1923	43		
appolline				121
appollonie			1906	68
appolon	1922	57		
appolonia				28
appolonie			1944	557
appolyne				25
april			2015	702
aprile				76
apryl				54
aqil		29		
aqsa				49
aquila				41
aquilino		42		
ara		42		
arab	1971	88		
araba			1988	41
arabella				54
arabelle			1968	162
araceli			1972	129
arafat		88		
aram	2015	218		22
aramata			2002	71
aramatou				24
arame				95
aramis	2011	225		
aran		35		
arani				24
arantxa			2003	155
arantza				20
aras		85		
aravind		21		
arben		21		
arbi	1982	84		
arbia			1977	160
arbnor		22		
arc'hantael				31
arcade	1960	634	1948	250
arcadius	1968	65		
arcady		27		
arcangela				25
arcangelo		80		
archad	1991	32		
archana				35
archange	1936	350		24
archangele				26
archibald	2015	475		
archie		36		
archimede		23		
arda	2015	1236		
ardian		38		
ardiana				22
ardit		29		
areej				25
aref		35		
arel		25		
aren		20		
arena				20
ares		53		
areski	1976	319		
arezki	2013	793		
arfan		36		
argan	2003	195		
argane				41
argann		36		
argentina				51
argentine			1955	722
argine				22
argitxu			2006	121
arham		24		
ari	2015	434		
ari	2015	85		
aria		26	2015	542
ariadna				32
ariadne				21
arian	2010	88		
ariana			2015	489
ariane			2015	9704
arianna			2015	163
arianne			1989	384
ariba				27
aricia				34
aricie				49
arie	2014	290		
arieh		39		
ariel	2015	1530	1975	328
ariela				26
ariele			1967	199
ariella				103
arielle			2015	3412
ariette				99
arif	2006	347		
arifa				21
arife			2005	134
arige			2010	86
arij			2015	280
arije			2015	138
arik		39		
arile				29
ariles	2006	141		
arille	1905	30		
arin			2015	39
arina			2014	121
arine				27
ario		20		
arion		33		
aris				39
aris	2015	418		
ariski		33		
arista			1959	155
ariste	1980	711		
aristene		23		
aristhene		21		
aristide	2015	7574	1970	200
aristote	1995	207		
aritz	2015	45		
ariya				20
arizki		21		
arizona				76
arjin			2011	34
arjun	2014	83		
arjuna		36		
arkaitz	2014	26		
arkan		55		
arkane		41		
arkia				39
arlan		41		
arlen		21		
arlene			2001	396
arlete			1950	95
arlette			1988	78603
arletty			1967	42
arlind		50		
arlinda				37
arlindo	1974	161		
arline				66
arlne			1968	61
arlo		41		
armaan	2010	27		
armael		40		
armagan		24		
arman	2015	452		
armance			2015	1310
armand	2015	63819	1940	42
armanda			1927	234
armande			1997	11112
armandina				48
armandine			1946	5248
armandino		21		
armando	2015	1470		
armani	2009	84		
armant		33		
armante				21
armantine			1936	677
armel	2015	5804	1975	454
armele			1954	293
armeline				172
armelle			2014	26270
armen	2015	190		
armenio		83		
armentine				42
armida				92
armide			1973	253
armin	2005	221		
armina				37
